Airport,DateTime,Type_METAR,Dewpoint_METAR (C),Temperature_METAR (C),Visibility_METAR (km),Ceiling_METAR (ft),Wind_speed_METAR (kt),Wind_direction_METAR (degrees),Weather_METAR ,Flight_category_METAR,Type_TAF,Visibility_TAF (km),Ceiling_TAF (ft),Wind_speed_TAF (kt),Wind_direction_TAF (ddegrees),Weather_TAF,Flight_category_TAF,Altitude (ft),Latitude (degrees),Longitude (degrees),Distance (km),Error_type,Koppen Climate Classification
PHNL,2024-09-30 06:00:00,METAR,19.4,26.7,10+,100000,11,60,None reported,VFR,TAF,6+,100000,10,60,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-30 00:00:00,METAR,19.4,30.6,10+,100000,12,70,None reported,VFR,TAF,6+,100000,12,80,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-29 18:00:00,METAR,20,26.1,10+,100000,3,320,None reported,VFR,TAF,6+,100000,8,80,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-29 12:00:00,METAR,19.4,25,10+,100000,8,70,None reported,VFR,TAF,6+,100000,8,70,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-29 06:00:00,METAR,17.8,26.1,10+,100000,9,60,None reported,VFR,TAF,6+,100000,10,70,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-29 00:00:00,METAR,18.9,31.1,10+,100000,18,70,None reported,VFR,TAF,6+,100000,15,70,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-28 18:00:00,METAR,20,26.7,10+,100000,9,60,None reported,VFR,TAF,6+,100000,11,40,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-28 12:00:00,METAR,20,25.6,10+,100000,7,50,None reported,VFR,TAF,6+,100000,7,60,VCSH,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-28 06:00:00,METAR,20,26.7,10+,100000,13,70,None reported,VFR,TAF,6+,100000,8,50,VCSH,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-28 00:00:00,METAR,20,30,10+,7000,11,40,None reported,VFR,TAF,6+,100000,13,70,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-27 18:00:00,METAR,21.1,25.6,10+,100000,4,90,None reported,VFR,TAF,6+,100000,7,50,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-27 12:00:00,METAR,21.1,25,10+,7000,4,40,None reported,VFR,TAF,6+,100000,8,60,VCSH,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-27 06:00:00,METAR,20.6,26.1,10+,100000,12,80,None reported,VFR,TAF,6+,5000,10,60,VCSH,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-27 00:00:00,METAR,18.3,31.1,10+,6000,14,90,None reported,VFR,TAF,6+,100000,14,60,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-26 18:00:00,METAR,20,27.2,10+,100000,9,80,None reported,VFR,TAF,6+,100000,7,60,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-26 12:00:00,METAR,18.9,25.6,10+,100000,5,40,None reported,VFR,TAF,6+,100000,6,VRB,VCSH,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-26 06:00:00,METAR,19.4,26.1,10+,100000,11,50,None reported,VFR,TAF,6+,100000,8,50,VCSH,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-26 00:00:00,METAR,19.4,31.1,10+,100000,16,40,None reported,VFR,TAF,6+,100000,15,70,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-25 18:00:00,METAR,20.6,27.2,10+,100000,12,70,None reported,VFR,TAF,6+,100000,11,70,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-25 12:00:00,METAR,20,26.1,10+,100000,9,60,None reported,VFR,TAF,6+,100000,10,60,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-25 06:00:00,METAR,20,26.7,10+,100000,12,60,None reported,VFR,TAF,6+,100000,14,70,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-25 00:00:00,METAR,19.4,31.1,10+,100000,16,60,None reported,VFR,TAF,6+,100000,14,70,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-24 18:00:00,METAR,20,26.7,10+,100000,11,70,None reported,VFR,TAF,6+,100000,10,70,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-24 12:00:00,METAR,20,25.6,10+,100000,8,70,None reported,VFR,TAF,6+,100000,10,70,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-24 06:00:00,METAR,19.4,26.7,10+,100000,11,60,None reported,VFR,TAF,6+,100000,11,70,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-24 00:00:00,METAR,17.8,31.7,10+,100000,15,70,None reported,VFR,TAF,6+,100000,12,80,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-23 18:00:00,METAR,19.4,26.7,10+,100000,9,60,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-23 12:00:00,METAR,20,25,10+,100000,6,40,None reported,VFR,TAF,6+,100000,6,40,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-23 06:00:00,METAR,19.4,26.1,10+,100000,6,50,None reported,VFR,TAF,6+,100000,8,50,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-23 00:00:00,METAR,16.7,31.1,10+,100000,11,90,None reported,VFR,TAF,6+,100000,11,50,None reported,VFR,13,21.318681,'-157.922428,21.42,Correct - No error (0),Af
PHNL,2024-09-19 18:00:00,METAR,19.4,27.2,10+,100000,13,60,None reported,VFR,TAF,6+,100000,13,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-19 12:00:00,METAR,20,25.6,10+,100000,14,60,None reported,VFR,TAF,6+,100000,12,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-19 06:00:00,METAR,20.6,26.7,10+,3600,12,60,None reported,VFR,TAF,6+,100000,12,50,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-19 00:00:00,METAR,20,30,10+,100000,14,80,None reported,VFR,TAF,6+,100000,16,70,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-18 18:00:00,METAR,20.6,27.8,10+,100000,12,70,None reported,VFR,TAF,6+,100000,8,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-18 12:00:00,METAR,21.7,25,10+,4900,9,50,'-RA,VFR,TAF,6+,100000,10,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-18 06:00:00,METAR,20.6,26.7,10+,100000,9,60,None reported,VFR,TAF,6+,100000,13,80,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-18 00:00:00,METAR,20.6,31.1,10+,100000,13,50,None reported,VFR,TAF,6+,100000,14,70,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-17 18:00:00,METAR,21.1,27.8,10+,100000,,,None reported,VFR,TAF,6+,100000,8,50,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-17 12:00:00,METAR,20.6,26.1,10+,100000,5,50,None reported,VFR,TAF,6+,100000,12,70,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-17 06:00:00,METAR,21.1,27.2,10+,100000,15,80,None reported,VFR,TAF,6+,100000,12,70,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-17 00:00:00,METAR,21.7,31.7,10+,100000,19,80,None reported,VFR,TAF,6+,100000,18,80,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-16 18:00:00,METAR,22.2,27.8,10+,4100,9,70,None reported,VFR,TAF,6+,4500,9,80,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-16 12:00:00,METAR,21.7,26.1,10+,100000,8,60,None reported,VFR,TAF,6+,100000,9,80,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-16 06:00:00,METAR,19.4,26.7,10+,100000,9,40,None reported,VFR,TAF,6+,100000,8,70,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-16 00:00:00,METAR,18.3,31.7,10+,100000,15,60,None reported,VFR,TAF,6+,100000,16,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-15 18:00:00,METAR,21.1,25,10+,7000,6,40,'-RA,VFR,TAF,6+,7000,5,70,VCSH,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-15 12:00:00,METAR,20,25.6,10+,7000,8,80,None reported,VFR,TAF,6+,100000,11,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-15 06:00:00,METAR,18.9,26.7,10+,100000,15,60,None reported,VFR,TAF,6+,100000,14,70,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-15 00:00:00,METAR,18.3,31.1,10+,100000,18,80,None reported,VFR,TAF,6+,100000,16,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-14 18:00:00,METAR,19.4,27.8,10+,100000,14,60,None reported,VFR,TAF,6+,100000,10,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-14 12:00:00,METAR,20.6,26.1,10+,100000,10,80,None reported,VFR,TAF,6+,100000,12,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-14 06:00:00,METAR,20,27.2,10+,100000,12,60,None reported,VFR,TAF,6+,100000,15,60,VCSH,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-14 00:00:00,METAR,19.4,32.2,10+,100000,15,70,None reported,VFR,TAF,6+,100000,15,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-13 18:00:00,METAR,21.1,27.8,10+,100000,8,70,None reported,VFR,TAF,6+,100000,8,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-13 12:00:00,METAR,19.4,26.1,10+,100000,10,60,None reported,VFR,TAF,6+,100000,10,70,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-13 06:00:00,METAR,20.6,27.2,10+,100000,10,70,None reported,VFR,TAF,6+,100000,11,70,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-13 00:00:00,METAR,17.8,32.2,10+,100000,11,50,None reported,VFR,TAF,6+,100000,13,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-12 18:00:00,METAR,20.6,27.8,10+,100000,8,60,None reported,VFR,TAF,6+,100000,8,50,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-12 12:00:00,METAR,21.1,25.6,10+,100000,0,0,None reported,VFR,TAF,6+,100000,6,VRB,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-12 06:00:00,METAR,21.1,27.8,10+,100000,7,10,None reported,VFR,TAF,6+,100000,6,VRB,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-12 00:00:00,METAR,19.4,31.1,10+,100000,11,150,None reported,VFR,TAF,6+,100000,11,160,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-11 18:00:00,METAR,19.4,25.6,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,350,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-11 12:00:00,METAR,19.4,23.9,10+,100000,3,20,None reported,VFR,TAF,6+,100000,3,20,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-11 06:00:00,METAR,21.1,26.1,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,180,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-11 00:00:00,METAR,21.1,29.4,10+,100000,10,190,None reported,VFR,TAF,6+,100000,10,170,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-10 18:00:00,METAR,20,26.1,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,350,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-10 12:00:00,METAR,19.4,23.9,10+,100000,3,20,None reported,VFR,TAF,6+,100000,4,350,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-10 06:00:00,METAR,20,26.7,10+,100000,4,110,None reported,VFR,TAF,6+,100000,7,320,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-10 00:00:00,METAR,19.4,28.9,10+,100000,10,180,None reported,VFR,TAF,6+,100000,10,160,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-09 18:00:00,METAR,19.4,26.1,10+,100000,4,330,None reported,VFR,TAF,6+,100000,5,VRB,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-09 12:00:00,METAR,19.4,23.9,10+,100000,3,340,None reported,VFR,TAF,6+,100000,3,320,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-09 06:00:00,METAR,18.3,26.1,10+,100000,5,40,None reported,VFR,TAF,6+,100000,8,20,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-09 00:00:00,METAR,17.8,31.1,10+,100000,6,20,None reported,VFR,TAF,6+,100000,13,60,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-08 18:00:00,METAR,18.9,26.7,10+,100000,7,70,None reported,VFR,TAF,6+,100000,5,340,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-08 12:00:00,METAR,18.3,24.4,10+,100000,6,20,None reported,VFR,TAF,6+,100000,6,VRB,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-08 06:00:00,METAR,18.9,26.1,10+,4700,11,60,None reported,VFR,TAF,6+,100000,9,60,VCSH,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-08 00:00:00,METAR,17.8,30,10+,100000,13,40,None reported,VFR,TAF,6+,100000,13,50,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-07 18:00:00,METAR,19.4,27.2,10+,100000,13,60,None reported,VFR,TAF,6+,100000,7,40,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-07 12:00:00,METAR,19.4,25,10+,100000,6,60,None reported,VFR,TAF,6+,100000,8,50,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-07 06:00:00,METAR,19.4,26.1,10+,100000,14,60,None reported,VFR,TAF,6+,100000,16,60,VCSH,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-07 00:00:00,METAR,18.3,31.7,10+,100000,6,VRB,None reported,VFR,TAF,6+,5000,11,120,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-06 18:00:00,METAR,20.6,26.7,10+,100000,6,60,None reported,VFR,TAF,6+,100000,6,VRB,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
PHNL,2024-09-06 00:00:00,METAR,16.1,31.7,10+,100000,9,70,None reported,VFR,TAF,6+,100000,7,40,None reported,VFR,13,21.318681,'-157.922428,10.95,Correct - No error (0),Af
KTPA,2024-11-25 18:00:00,METAR,14.4,22.8,10+,100000,8,230,None reported,VFR,TAF,6+,100000,5,250,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-25 12:00:00,METAR,10.6,12.2,10+,100000,4,40,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-25 06:00:00,METAR,12.2,14.4,10+,100000,3,50,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-25 00:00:00,METAR,11.7,17.2,10+,100000,4,320,None reported,VFR,TAF,6+,100000,6,320,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-24 18:00:00,METAR,11.7,21.1,10+,100000,6,VRB,None reported,VFR,TAF,6+,100000,6,240,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-24 12:00:00,METAR,9.4,11.7,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-24 06:00:00,METAR,8.3,11.1,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-24 00:00:00,METAR,7.8,14.4,10+,100000,4,320,None reported,VFR,TAF,6+,100000,7,320,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-23 18:00:00,METAR,5,19.4,10+,100000,6,VRB,None reported,VFR,TAF,6+,100000,10,330,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-23 12:00:00,METAR,2.2,10,10+,100000,6,360,None reported,VFR,TAF,6+,100000,6,10,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-23 06:00:00,METAR,5.6,12.8,10+,100000,10,360,None reported,VFR,TAF,6+,100000,6,10,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-23 00:00:00,METAR,8.9,16.7,10+,100000,5,300,None reported,VFR,TAF,6+,100000,6,10,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-22 18:00:00,METAR,6.7,20.6,10+,100000,13,320,None reported,VFR,TAF,6+,100000,14,320,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-22 12:00:00,METAR,7.2,14.4,10+,100000,8,330,None reported,VFR,TAF,6+,100000,8,350,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-22 06:00:00,METAR,6.7,13.9,10+,100000,4,320,None reported,VFR,TAF,6+,100000,7,340,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-22 00:00:00,METAR,6.1,15.6,10+,100000,6,310,None reported,VFR,TAF,6+,100000,7,330,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-21 18:00:00,METAR,2.8,18.3,10+,100000,14,340,None reported,VFR,TAF,6+,100000,12,340,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-21 12:00:00,METAR,9.4,15,10+,100000,10,360,None reported,VFR,TAF,6+,100000,12,350,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-21 06:00:00,METAR,16.1,20,10+,25000,6,340,None reported,VFR,TAF,6+,100000,10,340,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-21 00:00:00,METAR,21.7,23.9,10+,3300,5,300,None reported,VFR,TAF,6+,3500,5,300,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-20 18:00:00,METAR,23.3,26.1,8,5500,12,190,None reported,VFR,TAF,6+,1500,8,210,VCSH,MVFR,26,27.975472,'-82.53325,29.09,False Alarm - Type I (1) error,Cfa
KTPA,2024-11-20 12:00:00,METAR,20.6,22.8,10+,2500,0,0,None reported,MVFR,TAF,6+,7000,10,180,None reported,VFR,26,27.975472,'-82.53325,29.09,Fail to Detect - Type II (2) error,Cfa
KTPA,2024-11-20 06:00:00,METAR,20,22.2,9,7500,4,140,'-RA,VFR,TAF,4,3000,10,170,SHRA,MVFR,26,27.975472,'-82.53325,29.09,False Alarm - Type I (1) error,Cfa
KTPA,2024-11-20 00:00:00,METAR,20.6,23.9,10+,25000,5,180,None reported,VFR,TAF,6+,5000,6,170,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-19 18:00:00,METAR,17.2,27.8,10+,25000,8,180,None reported,VFR,TAF,6+,100000,12,170,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-19 12:00:00,METAR,17.2,20,10+,100000,3,120,None reported,VFR,TAF,6+,5000,4,150,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-19 06:00:00,METAR,17.2,22.2,10+,100000,5,140,None reported,VFR,TAF,6+,5000,6,130,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-19 00:00:00,METAR,14.4,25.6,10+,5500,5,120,None reported,VFR,TAF,6+,5000,5,130,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-18 18:00:00,METAR,15,26.7,10+,100000,8,140,None reported,VFR,TAF,6+,100000,9,150,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-18 12:00:00,METAR,15,18.9,10+,100000,4,50,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-18 06:00:00,METAR,15,21.1,10+,5000,5,90,None reported,VFR,TAF,6+,100000,5,100,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-18 00:00:00,METAR,15.6,24.4,10+,100000,7,90,None reported,VFR,TAF,6+,100000,4,100,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-17 18:00:00,METAR,15.6,27.2,10+,100000,3,VRB,None reported,VFR,TAF,6+,100000,8,80,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-17 12:00:00,METAR,15.6,17.2,10+,100000,5,40,None reported,VFR,TAF,6+,100000,4,70,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-17 06:00:00,METAR,16.1,18.9,10+,100000,3,70,None reported,VFR,TAF,6+,100000,4,70,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-17 00:00:00,METAR,14.4,23.3,10+,100000,3,VRB,None reported,VFR,TAF,6+,100000,4,70,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-16 18:00:00,METAR,14.4,25.6,10+,100000,4,VRB,None reported,VFR,TAF,6+,100000,7,50,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-16 12:00:00,METAR,12.2,15.6,10+,100000,5,20,None reported,VFR,TAF,6+,100000,4,40,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-16 06:00:00,METAR,12.2,17.2,10+,100000,3,60,None reported,VFR,TAF,6+,100000,4,40,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-16 00:00:00,METAR,11.7,22.8,10+,100000,5,30,None reported,VFR,TAF,6+,100000,8,20,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-15 18:00:00,METAR,13.3,26.7,10+,100000,7,20,None reported,VFR,TAF,6+,100000,8,10,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-15 12:00:00,METAR,22.8,23.9,9,1500,7,350,None reported,MVFR,TAF,6+,6000,4,250,None reported,VFR,26,27.975472,'-82.53325,29.09,Fail to Detect - Type II (2) error,Cfa
KTPA,2024-11-15 06:00:00,METAR,21.7,24.4,10+,4900,4,250,None reported,VFR,TAF,6+,5000,5,250,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-15 00:00:00,METAR,19.4,25,10+,9000,6,210,None reported,VFR,TAF,6+,100000,7,230,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-14 18:00:00,METAR,18.3,27.2,10+,24000,7,150,None reported,VFR,TAF,6+,100000,10,160,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-14 12:00:00,METAR,16.7,21.1,10+,100000,3,80,None reported,VFR,TAF,6+,25000,3,120,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
KTPA,2024-11-14 06:00:00,METAR,16.7,21.7,10+,100000,5,60,None reported,VFR,TAF,6+,25000,4,90,None reported,VFR,26,27.975472,'-82.53325,29.09,Correct - No error (0),Cfa
